Date,Time,GHI_clear,GHI
10/17,15,158,158
10/17,16,368,368
10/17,17,552,552
10/17,18,691,691
10/17,19,768,768
10/17,20,778,778
10/17,21,721,721
10/17,22,600,600
10/17,23,428,428
10/18,0,223,223
10/18,1,31,31
10/18,2,0,0
10/18,3,0,0
10/18,4,0,0
10/18,5,0,0
10/18,6,0,0
10/18,7,0,0
10/18,8,0,0
10/18,9,0,0
10/18,10,0,0
10/18,11,0,0
10/18,12,0,0
10/18,13,0,0
10/18,14,5,5
10/18,15,154,154
10/18,16,362,362
10/18,17,548,548
10/18,18,688,688
10/18,19,766,766
10/18,20,779,779
10/18,21,721,721
10/18,22,598,598
10/18,23,425,425
10/19,0,219,219
10/19,1,30,30
10/19,2,0,0
10/19,3,0,0
10/19,4,0,0
10/19,5,0,0
10/19,6,0,0
10/19,7,0,0
10/19,8,0,0
10/19,9,0,0
10/19,10,0,0
10/19,11,0,0
10/19,12,0,0
10/19,13,0,0
10/19,14,3,3
10/19,15,152,152
10/19,16,358,358
10/19,17,542,542
10/19,18,680,680
10/19,19,758,758
10/19,20,768,768
10/19,21,712,712
10/19,22,591,591
10/19,23,418,418
10/20,0,213,213
10/20,1,27,27
10/20,2,0,0
10/20,3,0,0
10/20,4,0,0
10/20,5,0,0
10/20,6,0,0
10/20,7,0,0
10/20,8,0,0
10/20,9,0,0
10/20,10,0,0
10/20,11,0,0
10/20,12,0,0
10/20,13,0,0
10/20,14,3,3
10/20,15,152,152
10/20,16,360,360
10/20,17,544,544
10/20,18,680,680
10/20,19,755,755
10/20,20,764,764
10/20,21,703,703
10/20,22,580,580
10/20,23,407,407
10/21,0,204,204
10/21,1,24,24
10/21,2,0,0
10/21,3,0,0
10/21,4,0,0
10/21,5,0,0
10/21,6,0,0
10/21,7,0,0
10/21,8,0,0
10/21,9,0,0
10/21,10,0,0
10/21,11,0,0
10/21,12,0,0
10/21,13,0,0
10/21,14,2,2
10/21,15,136,136
10/21,16,334,334
10/21,17,513,513
10/21,18,651,651
10/21,19,724,724
10/21,20,732,732
10/21,21,676,676
10/21,22,555,546
10/21,23,386,386
10/22,0,189,189
10/22,1,19,19
10/22,2,0,0
10/22,3,0,0
10/22,4,0,0
10/22,5,0,0
10/22,6,0,0
10/22,7,0,0
10/22,8,0,0
10/22,9,0,0
10/22,10,0,0
10/22,11,0,0
10/22,12,0,0
10/22,13,0,0
10/22,14,2,2
10/22,15,135,135
10/22,16,335,335
10/22,17,516,516
10/22,18,652,652
10/22,19,729,729
10/22,20,738,738
10/22,21,680,680
10/22,22,559,559
10/22,23,389,389
10/23,0,190,190
10/23,1,18,18
10/23,2,0,0
10/23,3,0,0
10/23,4,0,0
10/23,5,0,0
10/23,6,0,0
10/23,7,0,0
10/23,8,0,0
10/23,9,0,0
10/23,10,0,0
10/23,11,0,0
10/23,12,0,0
10/23,13,0,0
10/23,14,2,2
10/23,15,132,132
10/23,16,332,332
10/23,17,512,512
10/23,18,649,649
10/23,19,725,725
10/23,20,734,734
10/23,21,676,676
10/23,22,557,557
10/23,23,386,386
10/24,0,187,151
10/24,1,17,17
10/24,2,0,0
10/24,3,0,0
10/24,4,0,0
10/24,5,0,0
10/24,6,0,0
10/24,7,0,0
10/24,8,0,0
10/24,9,0,0
10/24,10,0,0
10/24,11,0,0
10/24,12,0,0
10/24,13,0,0
10/24,14,2,2
10/24,15,129,129
10/24,16,330,330
10/24,17,511,511
10/24,18,648,648
10/24,19,724,724
10/24,20,732,732
10/24,21,674,674
10/24,22,553,553
10/24,23,383,383
10/25,0,184,184
10/25,1,16,16
10/25,2,0,0
10/25,3,0,0
10/25,4,0,0
10/25,5,0,0
10/25,6,0,0
10/25,7,0,0
10/25,8,0,0
10/25,9,0,0
10/25,10,0,0
10/25,11,0,0
10/25,12,0,0
10/25,13,0,0
10/25,14,0,0
10/25,15,126,126
10/25,16,323,323
10/25,17,501,501
10/25,18,639,602
10/25,19,715,715
10/25,20,726,726
10/25,21,667,667
10/25,22,549,549
10/25,23,380,380
10/26,0,181,177
10/26,1,15,14
10/26,2,0,0
10/26,3,0,0
10/26,4,0,0
10/26,5,0,0
10/26,6,0,0
10/26,7,0,0
10/26,8,0,0
10/26,9,0,0
10/26,10,0,0
10/26,11,0,0
10/26,12,0,0
10/26,13,0,0
10/26,14,0,0
10/26,15,128,128
10/26,16,328,328
10/26,17,509,509
10/26,18,643,643
10/26,19,718,718
10/26,20,727,727
10/26,21,669,669
10/26,22,549,549
10/26,23,378,378
10/27,0,179,179
10/27,1,13,13
10/27,2,0,0
10/27,3,0,0
10/27,4,0,0
10/27,5,0,0
10/27,6,0,0
10/27,7,0,0
10/27,8,0,0
10/27,9,0,0
10/27,10,0,0
10/27,11,0,0
10/27,12,0,0
10/27,13,0,0
10/27,14,0,0
10/27,15,124,124
10/27,16,326,320
10/27,17,508,508
10/27,18,646,646
10/27,19,720,720
10/27,20,729,729
10/27,21,668,668
10/27,22,547,547
10/27,23,375,375
10/28,0,175,175
10/28,1,11,11
10/28,2,0,0
10/28,3,0,0
10/28,4,0,0
10/28,5,0,0
10/28,6,0,0
10/28,7,0,0
10/28,8,0,0
10/28,9,0,0
10/28,10,0,0
10/28,11,0,0
10/28,12,0,0
10/28,13,0,0
10/28,14,0,0
10/28,15,119,115
10/28,16,317,317
10/28,17,496,464
10/28,18,629,544
10/28,19,703,703
10/28,20,710,701
10/28,21,646,607
10/28,22,526,454
10/28,23,357,340
10/29,0,162,162
10/29,1,9,9
10/29,2,0,0
10/29,3,0,0
10/29,4,0,0
10/29,5,0,0
10/29,6,0,0
10/29,7,0,0
10/29,8,0,0
10/29,9,0,0
10/29,10,0,0
10/29,11,0,0
10/29,12,0,0
10/29,13,0,0
10/29,14,0,0
10/29,15,121,107
10/29,16,322,262
10/29,17,500,489
10/29,18,632,632
10/29,19,703,703
10/29,20,709,709
10/29,21,649,649
10/29,22,529,529
10/29,23,361,361
10/30,0,166,166
10/30,1,10,10
10/30,2,0,0
10/30,3,0,0
10/30,4,0,0
10/30,5,0,0
10/30,6,0,0
10/30,7,0,0
10/30,8,0,0
10/30,9,0,0
10/30,10,0,0
10/30,11,0,0
10/30,12,0,0
10/30,13,0,0
10/30,14,0,0
10/30,15,120,120
10/30,16,322,322
10/30,17,506,506
10/30,18,642,642
10/30,19,717,717
10/30,20,726,726
10/30,21,664,664
10/30,22,542,542
10/30,23,371,371
10/31,0,170,170
10/31,1,8,8
10/31,2,0,0
10/31,3,0,0
10/31,4,0,0
10/31,5,0,0
10/31,6,0,0
10/31,7,0,0
10/31,8,0,0
10/31,9,0,0
10/31,10,0,0
10/31,11,0,0
10/31,12,0,0
10/31,13,0,0
10/31,14,0,0
10/31,15,117,117
10/31,16,317,317
10/31,17,496,496
10/31,18,629,629
10/31,19,702,702
10/31,20,710,710
10/31,21,652,649
10/31,22,534,516
10/31,23,363,363
11/1,0,165,159
11/1,1,7,6
11/1,2,0,0
11/1,3,0,0
11/1,4,0,0
11/1,5,0,0
11/1,6,0,0
11/1,7,0,0
11/1,8,0,0
11/1,9,0,0
11/1,10,0,0
11/1,11,0,0
11/1,12,0,0
11/1,13,0,0
11/1,14,0,0
11/1,15,107,101
11/1,16,301,301
11/1,17,478,478
11/1,18,611,611
11/1,19,685,586
11/1,20,694,640
11/1,21,637,492
11/1,22,520,334
11/1,23,354,284
11/2,0,159,120
11/2,1,7,4
11/2,2,0,0
11/2,3,0,0
11/2,4,0,0
11/2,5,0,0
11/2,6,0,0
11/2,7,0,0
11/2,8,0,0
11/2,9,0,0
11/2,10,0,0
11/2,11,0,0
11/2,12,0,0
11/2,13,0,0
11/2,14,0,0
11/2,15,108,108
11/2,16,301,301
11/2,17,476,476
11/2,18,607,607
11/2,19,681,681
11/2,20,690,690
11/2,21,634,634
11/2,22,515,515
11/2,23,348,348
11/3,0,154,154
11/3,1,6,6
11/3,2,0,0
11/3,3,0,0
11/3,4,0,0
11/3,5,0,0
11/3,6,0,0
11/3,7,0,0
11/3,8,0,0
11/3,9,0,0
11/3,10,0,0
11/3,11,0,0
11/3,12,0,0
11/3,13,0,0
11/3,14,0,0
11/3,15,106,106
11/3,16,301,301
11/3,17,478,478
11/3,18,608,608
11/3,19,678,678
11/3,20,683,683
11/3,21,624,624
11/3,22,505,505
11/3,23,338,335
11/4,0,146,104
11/4,1,5,4
11/4,2,0,0
11/4,3,0,0
11/4,4,0,0
11/4,5,0,0
11/4,6,0,0
11/4,7,0,0
11/4,8,0,0
11/4,9,0,0
11/4,10,0,0
11/4,11,0,0
11/4,12,0,0
11/4,13,0,0
11/4,14,0,0
11/4,15,98,43
11/4,16,290,117
11/4,17,467,344
11/4,18,600,397
11/4,19,674,495
11/4,20,683,536
11/4,21,624,493
11/4,22,506,391
11/4,23,339,275
11/5,0,145,69
11/5,1,3,1
11/5,2,0,0
11/5,3,0,0
11/5,4,0,0
11/5,5,0,0
11/5,6,0,0
11/5,7,0,0
11/5,8,0,0
11/5,9,0,0
11/5,10,0,0
11/5,11,0,0
11/5,12,0,0
11/5,13,0,0
11/5,14,0,0
11/5,15,98,98
11/5,16,289,289
11/5,17,463,463
11/5,18,591,591
11/5,19,662,662
11/5,20,669,669
11/5,21,612,612
11/5,22,495,495
11/5,23,331,331
11/6,0,141,141
11/6,1,3,3
11/6,2,0,0
11/6,3,0,0
11/6,4,0,0
11/6,5,0,0
11/6,6,0,0
11/6,7,0,0
11/6,8,0,0
11/6,9,0,0
11/6,10,0,0
11/6,11,0,0
11/6,12,0,0
11/6,13,0,0
11/6,14,0,0
11/6,15,92,92
11/6,16,283,283
11/6,17,458,458
11/6,18,590,590
11/6,19,664,664
11/6,20,672,672
11/6,21,615,615
11/6,22,498,498
11/6,23,331,331
11/7,0,139,139
11/7,1,2,2
11/7,2,0,0
11/7,3,0,0
11/7,4,0,0
11/7,5,0,0
11/7,6,0,0
11/7,7,0,0
11/7,8,0,0
11/7,9,0,0
11/7,10,0,0
11/7,11,0,0
11/7,12,0,0
11/7,13,0,0
11/7,14,0,0
11/7,15,90,90
11/7,16,282,282
11/7,17,458,458
11/7,18,590,590
11/7,19,664,664
11/7,20,673,673
11/7,21,617,617
11/7,22,500,500
11/7,23,333,333
11/8,0,140,140
11/8,1,2,2
11/8,2,0,0
11/8,3,0,0
11/8,4,0,0
11/8,5,0,0
11/8,6,0,0
11/8,7,0,0
11/8,8,0,0
11/8,9,0,0
11/8,10,0,0
11/8,11,0,0
11/8,12,0,0
11/8,13,0,0
11/8,14,0,0
11/8,15,91,91
11/8,16,286,286
11/8,17,466,466
11/8,18,601,601
11/8,19,681,681
11/8,20,688,688
11/8,21,629,629
11/8,22,512,512
11/8,23,340,340
11/9,0,135,135
11/9,1,2,2
11/9,2,0,0
11/9,3,0,0
11/9,4,0,0
11/9,5,0,0
11/9,6,0,0
11/9,7,0,0
11/9,8,0,0
11/9,9,0,0
11/9,10,0,0
11/9,11,0,0
11/9,12,0,0
11/9,13,0,0
11/9,14,0,0
11/9,15,86,86
11/9,16,281,281
11/9,17,455,455
11/9,18,558,558
11/9,19,598,598
11/9,20,584,584
11/9,21,509,509
11/9,22,397,397
11/9,23,252,252
11/10,0,90,90
11/10,1,1,1
11/10,2,0,0
11/10,3,0,0
11/10,4,0,0
11/10,5,0,0
11/10,6,0,0
11/10,7,0,0
11/10,8,0,0
11/10,9,0,0
11/10,10,0,0
11/10,11,0,0
11/10,12,0,0
11/10,13,0,0
11/10,14,0,0
11/10,15,76,76
11/10,16,266,266
11/10,17,442,442
11/10,18,551,551
11/10,19,599,599
11/10,20,582,582
11/10,21,497,497
11/10,22,377,377
11/10,23,226,226
11/11,0,70,70
11/11,1,0,0
11/11,2,0,0
11/11,3,0,0
11/11,4,0,0
11/11,5,0,0
11/11,6,0,0
11/11,7,0,0
11/11,8,0,0
11/11,9,0,0
11/11,10,0,0
11/11,11,0,0
11/11,12,0,0
11/11,13,0,0
11/11,14,0,0
11/11,15,68,68
11/11,16,261,261
11/11,17,445,445
11/11,18,574,574
11/11,19,650,650
11/11,20,657,657
11/11,21,603,603
11/11,22,478,478
11/11,23,311,311
11/12,0,121,121
11/12,1,0,0
11/12,2,0,0
11/12,3,0,0
11/12,4,0,0
11/12,5,0,0
11/12,6,0,0
11/12,7,0,0
11/12,8,0,0
11/12,9,0,0
11/12,10,0,0
11/12,11,0,0
11/12,12,0,0
11/12,13,0,0
11/12,14,0,0
11/12,15,79,79
11/12,16,273,273
11/12,17,455,455
11/12,18,584,584
11/12,19,658,658
11/12,20,667,667
11/12,21,604,604
11/12,22,483,483
11/12,23,315,315
11/13,0,123,123
11/13,1,0,0
11/13,2,0,0
11/13,3,0,0
11/13,4,0,0
11/13,5,0,0
11/13,6,0,0
11/13,7,0,0
11/13,8,0,0
11/13,9,0,0
11/13,10,0,0
11/13,11,0,0
11/13,12,0,0
11/13,13,0,0
11/13,14,0,0
11/13,15,75,52
11/13,16,265,199
11/13,17,443,403
11/13,18,574,574
11/13,19,644,619
11/13,20,650,469
11/13,21,588,440
11/13,22,467,348
11/13,23,303,266
11/14,0,117,106
11/14,1,0,0
11/14,2,0,0
11/14,3,0,0
11/14,4,0,0
11/14,5,0,0
11/14,6,0,0
11/14,7,0,0
11/14,8,0,0
11/14,9,0,0
11/14,10,0,0
11/14,11,0,0
11/14,12,0,0
11/14,13,0,0
11/14,14,0,0
11/14,15,73,73
11/14,16,262,262
11/14,17,438,438
11/14,18,571,571
11/14,19,645,645
11/14,20,654,654
11/14,21,597,597
11/14,22,479,479
11/14,23,313,313
11/15,0,123,123
11/15,1,0,0
11/15,2,0,0
11/15,3,0,0
11/15,4,0,0
11/15,5,0,0
11/15,6,0,0
11/15,7,0,0
11/15,8,0,0
11/15,9,0,0
11/15,10,0,0
11/15,11,0,0
11/15,12,0,0
11/15,13,0,0
11/15,14,0,0
11/15,15,68,67
11/15,16,252,248
11/15,17,428,313
11/15,18,560,486
11/15,19,632,628
11/15,20,640,640
11/15,21,578,575
11/15,22,462,462
11/15,23,299,278
11/16,0,114,99
11/16,1,0,0
11/16,2,0,0
11/16,3,0,0
11/16,4,0,0
11/16,5,0,0
11/16,6,0,0
11/16,7,0,0
11/16,8,0,0
11/16,9,0,0
11/16,10,0,0
11/16,11,0,0
11/16,12,0,0
11/16,13,0,0
11/16,14,0,0
11/16,15,62,62
11/16,16,241,195
11/16,17,412,321
11/16,18,535,469
11/16,19,609,533
11/16,20,618,471
11/16,21,570,487
11/16,22,454,428
11/16,23,292,271
11/17,0,109,109
11/17,1,0,0
11/17,2,0,0
11/17,3,0,0
11/17,4,0,0
11/17,5,0,0
11/17,6,0,0
11/17,7,0,0
11/17,8,0,0
11/17,9,0,0
11/17,10,0,0
11/17,11,0,0
11/17,12,0,0
11/17,13,0,0
11/17,14,0,0
11/17,15,58,33
11/17,16,238,149
11/17,17,413,336
11/17,18,547,547
11/17,19,622,622
11/17,20,630,625
11/17,21,575,540
11/17,22,458,420
11/17,23,294,223
11/18,0,109,89
11/18,1,0,0
11/18,2,0,0
11/18,3,0,0
11/18,4,0,0
11/18,5,0,0
11/18,6,0,0
11/18,7,0,0
11/18,8,0,0
11/18,9,0,0
11/18,10,0,0
11/18,11,0,0
11/18,12,0,0
11/18,13,0,0
11/18,14,0,0
11/18,15,53,53
11/18,16,224,157
11/18,17,395,369
11/18,18,528,393
11/18,19,603,477
11/18,20,613,613
11/18,21,559,559
11/18,22,444,444
11/18,23,283,283
11/19,0,103,75
11/19,1,0,0
11/19,2,0,0
11/19,3,0,0
11/19,4,0,0
11/19,5,0,0
11/19,6,0,0
11/19,7,0,0
11/19,8,0,0
11/19,9,0,0
11/19,10,0,0
11/19,11,0,0
11/19,12,0,0
11/19,13,0,0
11/19,14,0,0
11/19,15,53,29
11/19,16,227,117
11/19,17,398,217
11/19,18,528,217
11/19,19,602,436
11/19,20,611,465
11/19,21,561,307
11/19,22,447,178
11/19,23,286,97
11/20,0,106,31
11/20,1,0,0
11/20,2,0,0
11/20,3,0,0
11/20,4,0,0
11/20,5,0,0
11/20,6,0,0
11/20,7,0,0
11/20,8,0,0
11/20,9,0,0
11/20,10,0,0
11/20,11,0,0
11/20,12,0,0
11/20,13,0,0
11/20,14,0,0
11/20,15,49,49
11/20,16,218,218
11/20,17,388,388
11/20,18,529,529
11/20,19,602,602
11/20,20,612,612
11/20,21,558,558
11/20,22,444,444
11/20,23,283,283
11/21,0,103,103
11/21,1,0,0
11/21,2,0,0
11/21,3,0,0
11/21,4,0,0
11/21,5,0,0
11/21,6,0,0
11/21,7,0,0
11/21,8,0,0
11/21,9,0,0
11/21,10,0,0
11/21,11,0,0
11/21,12,0,0
11/21,13,0,0
11/21,14,0,0
11/21,15,48,48
11/21,16,215,215
11/21,17,384,384
11/21,18,512,512
11/21,19,583,494
11/21,20,590,576
11/21,21,540,379
11/21,22,428,311
11/21,23,272,238
11/22,0,98,93
11/22,1,0,0
11/22,2,0,0
11/22,3,0,0
11/22,4,0,0
11/22,5,0,0
11/22,6,0,0
11/22,7,0,0
11/22,8,0,0
11/22,9,0,0
11/22,10,0,0
11/22,11,0,0
11/22,12,0,0
11/22,13,0,0
11/22,14,0,0
11/22,15,50,50
11/22,16,224,220
11/22,17,397,397
11/22,18,527,517
11/22,19,602,602
11/22,20,613,577
11/22,21,558,405
11/22,22,446,388
11/22,23,286,283
11/23,0,105,74
11/23,1,0,0
11/23,2,0,0
11/23,3,0,0
11/23,4,0,0
11/23,5,0,0
11/23,6,0,0
11/23,7,0,0
11/23,8,0,0
11/23,9,0,0
11/23,10,0,0
11/23,11,0,0
11/23,12,0,0
11/23,13,0,0
11/23,14,0,0
11/23,15,47,47
11/23,16,216,216
11/23,17,382,382
11/23,18,507,507
11/23,19,580,580
11/23,20,590,590
11/23,21,537,521
11/23,22,427,427
11/23,23,272,272
11/24,0,98,97
11/24,1,0,0
11/24,2,0,0
11/24,3,0,0
11/24,4,0,0
11/24,5,0,0
11/24,6,0,0
11/24,7,0,0
11/24,8,0,0
11/24,9,0,0
11/24,10,0,0
11/24,11,0,0
11/24,12,0,0
11/24,13,0,0
11/24,14,0,0
11/24,15,44,44
11/24,16,212,169
11/24,17,381,234
11/24,18,509,377
11/24,19,581,546
11/24,20,592,592
11/24,21,540,540
11/24,22,431,431
11/24,23,275,275
11/25,0,99,99
11/25,1,0,0
11/25,2,0,0
11/25,3,0,0
11/25,4,0,0
11/25,5,0,0
11/25,6,0,0
11/25,7,0,0
11/25,8,0,0
11/25,9,0,0
11/25,10,0,0
11/25,11,0,0
11/25,12,0,0
11/25,13,0,0
11/25,14,0,0
11/25,15,40,33
11/25,16,209,170
11/25,17,378,296
11/25,18,508,431
11/25,19,583,560
11/25,20,595,595
11/25,21,545,545
11/25,22,436,436
11/25,23,280,280
11/26,0,101,101
11/26,1,0,0
11/26,2,0,0
11/26,3,0,0
11/26,4,0,0
11/26,5,0,0
11/26,6,0,0
11/26,7,0,0
11/26,8,0,0
11/26,9,0,0
11/26,10,0,0
11/26,11,0,0
11/26,12,0,0
11/26,13,0,0
11/26,14,0,0
11/26,15,41,41
11/26,16,216,216
11/26,17,389,389
11/26,18,522,522
11/26,19,598,598
11/26,20,609,609
11/26,21,555,555
11/26,22,442,442
11/26,23,281,281
11/27,0,100,92
11/27,1,0,0
11/27,2,0,0
11/27,3,0,0
11/27,4,0,0
11/27,5,0,0
11/27,6,0,0
11/27,7,0,0
11/27,8,0,0
11/27,9,0,0
11/27,10,0,0
11/27,11,0,0
11/27,12,0,0
11/27,13,0,0
11/27,14,0,0
11/27,15,37,35
11/27,16,205,147
11/27,17,374,371
11/27,18,500,486
11/27,19,571,493
11/27,20,581,490
11/27,21,531,464
11/27,22,424,340
11/27,23,269,237
11/28,0,94,70
11/28,1,0,0
11/28,2,0,0
11/28,3,0,0
11/28,4,0,0
11/28,5,0,0
11/28,6,0,0
11/28,7,0,0
11/28,8,0,0
11/28,9,0,0
11/28,10,0,0
11/28,11,0,0
11/28,12,0,0
11/28,13,0,0
11/28,14,0,0
11/28,15,35,35
11/28,16,200,200
11/28,17,368,368
11/28,18,499,491
11/28,19,571,571
11/28,20,582,582
11/28,21,528,496
11/28,22,418,276
11/28,23,262,123
11/29,0,90,41
11/29,1,0,0
11/29,2,0,0
11/29,3,0,0
11/29,4,0,0
11/29,5,0,0
11/29,6,0,0
11/29,7,0,0
11/29,8,0,0
11/29,9,0,0
11/29,10,0,0
11/29,11,0,0
11/29,12,0,0
11/29,13,0,0
11/29,14,0,0
11/29,15,33,7
11/29,16,199,30
11/29,17,370,66
11/29,18,493,455
11/29,19,565,224
11/29,20,575,395
11/29,21,525,306
11/29,22,413,181
11/29,23,254,62
11/30,0,84,50
11/30,1,0,0
11/30,2,0,0
11/30,3,0,0
11/30,4,0,0
11/30,5,0,0
11/30,6,0,0
11/30,7,0,0
11/30,8,0,0
11/30,9,0,0
11/30,10,0,0
11/30,11,0,0
11/30,12,0,0
11/30,13,0,0
11/30,14,0,0
11/30,15,31,11
11/30,16,196,67
11/30,17,367,96
11/30,18,499,183
11/30,19,575,391
11/30,20,589,468
11/30,21,539,478
11/30,22,430,430
11/30,23,275,275
12/1,0,98,97
12/1,1,0,0
12/1,2,0,0
12/1,3,0,0
12/1,4,0,0
12/1,5,0,0
12/1,6,0,0
12/1,7,0,0
12/1,8,0,0
12/1,9,0,0
12/1,10,0,0
12/1,11,0,0
12/1,12,0,0
12/1,13,0,0
12/1,14,0,0
12/1,15,29,29
12/1,16,196,196
12/1,17,368,368
12/1,18,501,501
12/1,19,577,576
12/1,20,589,589
12/1,21,535,535
12/1,22,425,425
12/1,23,269,262
12/2,0,94,78
12/2,1,0,0
12/2,2,0,0
12/2,3,0,0
12/2,4,0,0
12/2,5,0,0
12/2,6,0,0
12/2,7,0,0
12/2,8,0,0
12/2,9,0,0
12/2,10,0,0
12/2,11,0,0
12/2,12,0,0
12/2,13,0,0
12/2,14,0,0
12/2,15,29,11
12/2,16,197,72
12/2,17,373,239
12/2,18,508,427
12/2,19,587,587
12/2,20,602,602
12/2,21,550,550
12/2,22,437,437
12/2,23,278,278
12/3,0,98,68
12/3,1,0,0
12/3,2,0,0
12/3,3,0,0
12/3,4,0,0
12/3,5,0,0
12/3,6,0,0
12/3,7,0,0
12/3,8,0,0
12/3,9,0,0
12/3,10,0,0
12/3,11,0,0
12/3,12,0,0
12/3,13,0,0
12/3,14,0,0
12/3,15,27,16
12/3,16,190,184
12/3,17,361,361
12/3,18,495,495
12/3,19,573,573
12/3,20,588,588
12/3,21,538,538
12/3,22,430,430
12/3,23,274,274
12/4,0,96,96
12/4,1,0,0
12/4,2,0,0
12/4,3,0,0
12/4,4,0,0
12/4,5,0,0
12/4,6,0,0
12/4,7,0,0
12/4,8,0,0
12/4,9,0,0
12/4,10,0,0
12/4,11,0,0
12/4,12,0,0
12/4,13,0,0
12/4,14,0,0
12/4,15,25,16
12/4,16,188,188
12/4,17,361,349
12/4,18,493,493
12/4,19,570,570
12/4,20,585,578
12/4,21,535,513
12/4,22,428,410
12/4,23,272,272
12/5,0,95,84
12/5,1,0,0
12/5,2,0,0
12/5,3,0,0
12/5,4,0,0
12/5,5,0,0
12/5,6,0,0
12/5,7,0,0
12/5,8,0,0
12/5,9,0,0
12/5,10,0,0
12/5,11,0,0
12/5,12,0,0
12/5,13,0,0
12/5,14,0,0
12/5,15,22,10
12/5,16,174,75
12/5,17,339,125
12/5,18,466,177
12/5,19,543,182
12/5,20,560,124
12/5,21,508,113
12/5,22,403,138
12/5,23,256,98
12/6,0,87,45
12/6,1,0,0
12/6,2,0,0
12/6,3,0,0
12/6,4,0,0
12/6,5,0,0
12/6,6,0,0
12/6,7,0,0
12/6,8,0,0
12/6,9,0,0
12/6,10,0,0
12/6,11,0,0
12/6,12,0,0
12/6,13,0,0
12/6,14,0,0
12/6,15,18,2
12/6,16,165,8
12/6,17,329,15
12/6,18,457,72
12/6,19,533,192
12/6,20,553,256
12/6,21,499,70
12/6,22,393,59
12/6,23,246,57
12/7,0,81,26
12/7,1,0,0
12/7,2,0,0
12/7,3,0,0
12/7,4,0,0
12/7,5,0,0
12/7,6,0,0
12/7,7,0,0
12/7,8,0,0
12/7,9,0,0
12/7,10,0,0
12/7,11,0,0
12/7,12,0,0
12/7,13,0,0
12/7,14,0,0
12/7,15,20,20
12/7,16,177,177
12/7,17,345,260
12/7,18,475,369
12/7,19,553,523
12/7,20,570,570
12/7,21,523,508
12/7,22,416,390
12/7,23,262,262
12/8,0,90,90
12/8,1,0,0
12/8,2,0,0
12/8,3,0,0
12/8,4,0,0
12/8,5,0,0
12/8,6,0,0
12/8,7,0,0
12/8,8,0,0
12/8,9,0,0
12/8,10,0,0
12/8,11,0,0
12/8,12,0,0
12/8,13,0,0
12/8,14,0,0
12/8,15,19,19
12/8,16,176,176
12/8,17,347,347
12/8,18,481,481
12/8,19,560,560
12/8,20,577,577
12/8,21,531,531
12/8,22,424,424
12/8,23,270,270
12/9,0,95,88
12/9,1,0,0
12/9,2,0,0
12/9,3,0,0
12/9,4,0,0
12/9,5,0,0
12/9,6,0,0
12/9,7,0,0
12/9,8,0,0
12/9,9,0,0
12/9,10,0,0
12/9,11,0,0
12/9,12,0,0
12/9,13,0,0
12/9,14,0,0
12/9,15,18,18
12/9,16,171,171
12/9,17,338,260
12/9,18,468,321
12/9,19,545,421
12/9,20,558,458
12/9,21,512,420
12/9,22,408,262
12/9,23,259,168
12/10,0,90,68
12/10,1,0,0
12/10,2,0,0
12/10,3,0,0
12/10,4,0,0
12/10,5,0,0
12/10,6,0,0
12/10,7,0,0
12/10,8,0,0
12/10,9,0,0
12/10,10,0,0
12/10,11,0,0
12/10,12,0,0
12/10,13,0,0
12/10,14,0,0
12/10,15,16,11
12/10,16,168,123
12/10,17,334,268
12/10,18,469,121
12/10,19,545,343
12/10,20,561,523
12/10,21,516,361
12/10,22,413,162
12/10,23,263,139
12/11,0,92,50
12/11,1,0,0
12/11,2,0,0
12/11,3,0,0
12/11,4,0,0
12/11,5,0,0
12/11,6,0,0
12/11,7,0,0
12/11,8,0,0
12/11,9,0,0
12/11,10,0,0
12/11,11,0,0
12/11,12,0,0
12/11,13,0,0
12/11,14,0,0
12/11,15,16,4
12/11,16,171,72
12/11,17,344,344
12/11,18,480,480
12/11,19,561,561
12/11,20,579,579
12/11,21,534,534
12/11,22,428,428
12/11,23,272,272
12/12,0,97,97
12/12,1,0,0
12/12,2,0,0
12/12,3,0,0
12/12,4,0,0
12/12,5,0,0
12/12,6,0,0
12/12,7,0,0
12/12,8,0,0
12/12,9,0,0
12/12,10,0,0
12/12,11,0,0
12/12,12,0,0
12/12,13,0,0
12/12,14,0,0
12/12,15,15,12
12/12,16,167,133
12/12,17,339,159
12/12,18,476,282
12/12,19,558,182
12/12,20,577,349
12/12,21,529,529
12/12,22,424,424
12/12,23,271,271
12/13,0,96,96
12/13,1,0,0
12/13,2,0,0
12/13,3,0,0
12/13,4,0,0
12/13,5,0,0
12/13,6,0,0
12/13,7,0,0
12/13,8,0,0
12/13,9,0,0
12/13,10,0,0
12/13,11,0,0
12/13,12,0,0
12/13,13,0,0
12/13,14,0,0
12/13,15,13,13
12/13,16,166,166
12/13,17,338,338
12/13,18,474,474
12/13,19,555,555
12/13,20,577,577
12/13,21,535,535
12/13,22,430,430
12/13,23,277,277
12/14,0,101,101
12/14,1,0,0
12/14,2,0,0
12/14,3,0,0
12/14,4,0,0
12/14,5,0,0
12/14,6,0,0
12/14,7,0,0
12/14,8,0,0
12/14,9,0,0
12/14,10,0,0
12/14,11,0,0
12/14,12,0,0
12/14,13,0,0
12/14,14,0,0
12/14,15,12,4
12/14,16,162,42
12/14,17,331,70
12/14,18,464,126
12/14,19,545,105
12/14,20,563,97
