Date,Time,GHI_clear,GHI
4/27,3,0,0
4/27,4,0,0
4/27,5,0,0
4/27,6,0,0
4/27,7,0,0
4/27,8,0,0
4/27,9,0,0
4/27,10,0,0
4/27,11,0,0
4/27,12,0,0
4/27,13,0,0
4/27,14,121,121
4/27,15,338,338
4/27,16,561,561
4/27,17,756,756
4/27,18,911,911
4/27,19,1003,1003
4/27,20,1025,1025
4/27,21,980,980
4/27,22,870,870
4/27,23,707,707
4/28,0,502,502
4/28,1,277,277
4/28,2,72,72
4/28,3,0,0
4/28,4,0,0
4/28,5,0,0
4/28,6,0,0
4/28,7,0,0
4/28,8,0,0
4/28,9,0,0
4/28,10,0,0
4/28,11,0,0
4/28,12,0,0
4/28,13,2,2
4/28,14,127,127
4/28,15,345,345
4/28,16,569,569
4/28,17,765,765
4/28,18,915,915
4/28,19,1007,1007
4/28,20,1033,1033
4/28,21,988,988
4/28,22,879,879
4/28,23,716,716
4/29,0,512,512
4/29,1,288,288
4/29,2,78,78
4/29,3,0,0
4/29,4,0,0
4/29,5,0,0
4/29,6,0,0
4/29,7,0,0
4/29,8,0,0
4/29,9,0,0
4/29,10,0,0
4/29,11,0,0
4/29,12,0,0
4/29,13,2,2
4/29,14,131,131
4/29,15,351,351
4/29,16,572,572
4/29,17,764,764
4/29,18,912,912
4/29,19,999,999
4/29,20,1022,963
4/29,21,977,736
4/29,22,870,723
4/29,23,709,709
4/30,0,508,508
4/30,1,286,286
4/30,2,79,79
4/30,3,0,0
4/30,4,0,0
4/30,5,0,0
4/30,6,0,0
4/30,7,0,0
4/30,8,0,0
4/30,9,0,0
4/30,10,0,0
4/30,11,0,0
4/30,12,0,0
4/30,13,2,2
4/30,14,130,109
4/30,15,345,295
4/30,16,564,508
4/30,17,757,582
4/30,18,898,732
4/30,19,986,791
4/30,20,1008,605
4/30,21,959,569
4/30,22,849,503
4/30,23,688,190
5/1,0,489,193
5/1,1,272,138
5/1,2,74,38
5/1,3,0,0
5/1,4,0,0
5/1,5,0,0
5/1,6,0,0
5/1,7,0,0
5/1,8,0,0
5/1,9,0,0
5/1,10,0,0
5/1,11,0,0
5/1,12,0,0
5/1,13,2,2
5/1,14,124,46
5/1,15,332,44
5/1,16,546,72
5/1,17,734,132
5/1,18,881,118
5/1,19,967,91
5/1,20,990,86
5/1,21,938,121
5/1,22,833,85
5/1,23,674,106
5/2,0,477,200
5/2,1,263,165
5/2,2,72,53
5/2,3,0,0
5/2,4,0,0
5/2,5,0,0
5/2,6,0,0
5/2,7,0,0
5/2,8,0,0
5/2,9,0,0
5/2,10,0,0
5/2,11,0,0
5/2,12,0,0
5/2,13,2,1
5/2,14,125,42
5/2,15,332,105
5/2,16,549,148
5/2,17,741,203
5/2,18,895,274
5/2,19,985,594
5/2,20,1011,838
5/2,21,969,314
5/2,22,861,206
5/2,23,700,387
5/3,0,500,297
5/3,1,282,185
5/3,2,82,61
5/3,3,0,0
5/3,4,0,0
5/3,5,0,0
5/3,6,0,0
5/3,7,0,0
5/3,8,0,0
5/3,9,0,0
5/3,10,0,0
5/3,11,0,0
5/3,12,0,0
5/3,13,4,4
5/3,14,140,132
5/3,15,357,357
5/3,16,574,574
5/3,17,765,765
5/3,18,912,912
5/3,19,1000,1000
5/3,20,1023,1023
5/3,21,981,981
5/3,22,874,850
5/3,23,714,623
5/4,0,514,474
5/4,1,293,288
5/4,2,86,86
5/4,3,0,0
5/4,4,0,0
5/4,5,0,0
5/4,6,0,0
5/4,7,0,0
5/4,8,0,0
5/4,9,0,0
5/4,10,0,0
5/4,11,0,0
5/4,12,0,0
5/4,13,5,5
5/4,14,146,133
5/4,15,364,352
5/4,16,582,582
5/4,17,772,772
5/4,18,921,893
5/4,19,1009,951
5/4,20,1031,978
5/4,21,985,895
5/4,22,877,823
5/4,23,717,688
5/5,0,518,491
5/5,1,299,282
5/5,2,91,76
5/5,3,0,0
5/5,4,0,0
5/5,5,0,0
5/5,6,0,0
5/5,7,0,0
5/5,8,0,0
5/5,9,0,0
5/5,10,0,0
5/5,11,0,0
5/5,12,0,0
5/5,13,5,5
5/5,14,151,112
5/5,15,369,285
5/5,16,585,470
5/5,17,774,651
5/5,18,917,796
5/5,19,1003,914
5/5,20,1025,907
5/5,21,981,874
5/5,22,876,756
5/5,23,717,496
5/6,0,518,392
5/6,1,299,288
5/6,2,92,81
5/6,3,0,0
5/6,4,0,0
5/6,5,0,0
5/6,6,0,0
5/6,7,0,0
5/6,8,0,0
5/6,9,0,0
5/6,10,0,0
5/6,11,0,0
5/6,12,0,0
5/6,13,6,1
5/6,14,154,10
5/6,15,376,64
5/6,16,597,85
5/6,17,791,480
5/6,18,937,619
5/6,19,1026,714
5/6,20,1047,767
5/6,21,999,732
5/6,22,889,568
5/6,23,733,587
5/7,0,534,386
5/7,1,313,277
5/7,2,98,88
5/7,3,0,0
5/7,4,0,0
5/7,5,0,0
5/7,6,0,0
5/7,7,0,0
5/7,8,0,0
5/7,9,0,0
5/7,10,0,0
5/7,11,0,0
5/7,12,0,0
5/7,13,6,6
5/7,14,156,156
5/7,15,374,374
5/7,16,590,590
5/7,17,778,778
5/7,18,924,924
5/7,19,1010,1010
5/7,20,1032,1032
5/7,21,988,988
5/7,22,882,882
5/7,23,722,722
5/8,0,523,523
5/8,1,302,302
5/8,2,95,95
5/8,3,0,0
5/8,4,0,0
5/8,5,0,0
5/8,6,0,0
5/8,7,0,0
5/8,8,0,0
5/8,9,0,0
5/8,10,0,0
5/8,11,0,0
5/8,12,0,0
5/8,13,8,8
5/8,14,157,157
5/8,15,375,356
5/8,16,590,590
5/8,17,777,734
5/8,18,921,842
5/8,19,1007,853
5/8,20,1029,878
5/8,21,982,860
5/8,22,876,839
5/8,23,717,690
5/9,0,518,518
5/9,1,299,283
5/9,2,95,90
5/9,3,0,0
5/9,4,0,0
5/9,5,0,0
5/9,6,0,0
5/9,7,0,0
5/9,8,0,0
5/9,9,0,0
5/9,10,0,0
5/9,11,0,0
5/9,12,0,0
5/9,13,8,8
5/9,14,158,158
5/9,15,372,372
5/9,16,584,584
5/9,17,770,770
5/9,18,911,911
5/9,19,997,997
5/9,20,1019,1019
5/9,21,977,977
5/9,22,874,874
5/9,23,717,717
5/10,0,521,521
5/10,1,305,305
5/10,2,99,99
5/10,3,0,0
5/10,4,0,0
5/10,5,0,0
5/10,6,0,0
5/10,7,0,0
5/10,8,0,0
5/10,9,0,0
5/10,10,0,0
5/10,11,0,0
5/10,12,0,0
5/10,13,9,9
5/10,14,162,162
5/10,15,380,380
5/10,16,593,593
5/10,17,777,777
5/10,18,918,918
5/10,19,1005,1005
5/10,20,1029,1029
5/10,21,985,985
5/10,22,880,880
5/10,23,722,696
5/11,0,524,403
5/11,1,305,223
5/11,2,98,88
5/11,3,0,0
5/11,4,0,0
5/11,5,0,0
5/11,6,0,0
5/11,7,0,0
5/11,8,0,0
5/11,9,0,0
5/11,10,0,0
5/11,11,0,0
5/11,12,0,0
5/11,13,10,8
5/11,14,160,94
5/11,15,370,266
5/11,16,577,262
5/11,17,760,195
5/11,18,897,466
5/11,19,980,176
5/11,20,1002,126
5/11,21,961,93
5/11,22,859,135
5/11,23,705,83
5/12,0,511,81
5/12,1,296,117
5/12,2,96,43
5/12,3,0,0
5/12,4,0,0
5/12,5,0,0
5/12,6,0,0
5/12,7,0,0
5/12,8,0,0
5/12,9,0,0
5/12,10,0,0
5/12,11,0,0
5/12,12,0,0
5/12,13,10,2
5/12,14,159,19
5/12,15,372,63
5/12,16,585,113
5/12,17,774,206
5/12,18,921,224
5/12,19,1005,233
5/12,20,1027,237
5/12,21,985,195
5/12,22,879,114
5/12,23,720,162
5/13,0,523,140
5/13,1,306,159
5/13,2,102,55
5/13,3,0,0
5/13,4,0,0
5/13,5,0,0
5/13,6,0,0
5/13,7,0,0
5/13,8,0,0
5/13,9,0,0
5/13,10,0,0
5/13,11,0,0
5/13,12,0,0
5/13,13,10,3
5/13,14,159,40
5/13,15,369,111
5/13,16,578,100
5/13,17,763,142
5/13,18,912,167
5/13,19,996,234
5/13,20,1017,310
5/13,21,972,277
5/13,22,870,690
5/13,23,715,715
5/14,0,520,520
5/14,1,306,306
5/14,2,103,103
5/14,3,0,0
5/14,4,0,0
5/14,5,0,0
5/14,6,0,0
5/14,7,0,0
5/14,8,0,0
5/14,9,0,0
5/14,10,0,0
5/14,11,0,0
5/14,12,0,0
5/14,13,11,9
5/14,14,158,158
5/14,15,368,368
5/14,16,578,578
5/14,17,762,762
5/14,18,907,907
5/14,19,990,990
5/14,20,1011,1011
5/14,21,966,966
5/14,22,863,863
5/14,23,708,708
5/15,0,514,514
5/15,1,302,302
5/15,2,102,102
5/15,3,0,0
5/15,4,0,0
5/15,5,0,0
5/15,6,0,0
5/15,7,0,0
5/15,8,0,0
5/15,9,0,0
5/15,10,0,0
5/15,11,0,0
5/15,12,0,0
5/15,13,12,12
5/15,14,160,160
5/15,15,371,371
5/15,16,582,582
5/15,17,770,770
5/15,18,928,928
5/15,19,1011,1011
5/15,20,1032,1032
5/15,21,990,990
5/15,22,886,886
5/15,23,731,731
5/16,0,535,535
5/16,1,320,320
5/16,2,111,110
5/16,3,0,0
5/16,4,0,0
5/16,5,0,0
5/16,6,0,0
5/16,7,0,0
5/16,8,0,0
5/16,9,0,0
5/16,10,0,0
5/16,11,0,0
5/16,12,0,0
5/16,13,14,14
5/16,14,173,173
5/16,15,390,390
5/16,16,605,605
5/16,17,791,791
5/16,18,933,933
5/16,19,1016,1016
5/16,20,1037,1037
5/16,21,994,994
5/16,22,889,889
5/16,23,733,733
5/17,0,537,537
5/17,1,321,319
5/17,2,113,112
5/17,3,0,0
5/17,4,0,0
5/17,5,0,0
5/17,6,0,0
5/17,7,0,0
5/17,8,0,0
5/17,9,0,0
5/17,10,0,0
5/17,11,0,0
5/17,12,0,0
5/17,13,14,14
5/17,14,174,174
5/17,15,391,391
5/17,16,606,606
5/17,17,794,794
5/17,18,939,939
5/17,19,1023,1023
5/17,20,1043,1043
5/17,21,1000,1000
5/17,22,894,894
5/17,23,736,736
5/18,0,539,539
5/18,1,322,313
5/18,2,115,113
5/18,3,0,0
5/18,4,0,0
5/18,5,0,0
5/18,6,0,0
5/18,7,0,0
5/18,8,0,0
5/18,9,0,0
5/18,10,0,0
5/18,11,0,0
5/18,12,0,0
5/18,13,15,15
5/18,14,170,170
5/18,15,379,379
5/18,16,586,586
5/18,17,769,769
5/18,18,917,917
5/18,19,1000,1000
5/18,20,1021,1021
5/18,21,978,978
5/18,22,873,873
5/18,23,718,694
5/19,0,525,494
5/19,1,313,295
5/19,2,111,106
5/19,3,0,0
5/19,4,0,0
5/19,5,0,0
5/19,6,0,0
5/19,7,0,0
5/19,8,0,0
5/19,9,0,0
5/19,10,0,0
5/19,11,0,0
5/19,12,0,0
5/19,13,14,14
5/19,14,166,166
5/19,15,370,370
5/19,16,575,575
5/19,17,758,758
5/19,18,901,901
5/19,19,980,980
5/19,20,1000,1000
5/19,21,969,969
5/19,22,861,861
5/19,23,704,704
5/20,0,512,512
5/20,1,302,301
5/20,2,106,105
5/20,3,1,1
5/20,4,0,0
5/20,5,0,0
5/20,6,0,0
5/20,7,0,0
5/20,8,0,0
5/20,9,0,0
5/20,10,0,0
5/20,11,0,0
5/20,12,0,0
5/20,13,15,14
5/20,14,171,156
5/20,15,383,327
5/20,16,593,505
5/20,17,775,770
5/20,18,917,917
5/20,19,998,998
5/20,20,1016,975
5/20,21,967,950
5/20,22,863,801
5/20,23,709,497
5/21,0,517,346
5/21,1,307,162
5/21,2,108,91
5/21,3,1,1
5/21,4,0,0
5/21,5,0,0
5/21,6,0,0
5/21,7,0,0
5/21,8,0,0
5/21,9,0,0
5/21,10,0,0
5/21,11,0,0
5/21,12,0,0
5/21,13,15,2
5/21,14,168,14
5/21,15,374,68
5/21,16,580,106
5/21,17,761,230
5/21,18,894,291
5/21,19,978,238
5/21,20,1000,188
5/21,21,962,96
5/21,22,860,85
5/21,23,707,191
5/22,0,517,232
5/22,1,307,193
5/22,2,112,64
5/22,3,1,1
5/22,4,0,0
5/22,5,0,0
5/22,6,0,0
5/22,7,0,0
5/22,8,0,0
5/22,9,0,0
5/22,10,0,0
5/22,11,0,0
5/22,12,0,0
5/22,13,16,8
5/22,14,167,93
5/22,15,371,208
5/22,16,577,549
5/22,17,758,720
5/22,18,911,911
5/22,19,994,994
5/22,20,1013,1013
5/22,21,971,971
5/22,22,868,868
5/22,23,715,715
5/23,0,525,525
5/23,1,316,316
5/23,2,117,112
5/23,3,2,2
5/23,4,0,0
5/23,5,0,0
5/23,6,0,0
5/23,7,0,0
5/23,8,0,0
5/23,9,0,0
5/23,10,0,0
5/23,11,0,0
5/23,12,0,0
5/23,13,18,4
5/23,14,173,51
5/23,15,380,81
5/23,16,588,221
5/23,17,774,552
5/23,18,921,832
5/23,19,1007,1007
5/23,20,1032,1032
5/23,21,991,991
5/23,22,891,891
5/23,23,738,738
5/24,0,545,545
5/24,1,332,329
5/24,2,126,124
5/24,3,2,2
5/24,4,0,0
5/24,5,0,0
5/24,6,0,0
5/24,7,0,0
5/24,8,0,0
5/24,9,0,0
5/24,10,0,0
5/24,11,0,0
5/24,12,0,0
5/24,13,19,5
5/24,14,176,63
5/24,15,385,83
5/24,16,594,271
5/24,17,778,579
5/24,18,928,681
5/24,19,1012,824
5/24,20,1035,1035
5/24,21,995,995
5/24,22,894,894
5/24,23,739,739
5/25,0,547,547
5/25,1,334,329
5/25,2,128,116
5/25,3,2,1
5/25,4,0,0
5/25,5,0,0
5/25,6,0,0
5/25,7,0,0
5/25,8,0,0
5/25,9,0,0
5/25,10,0,0
5/25,11,0,0
5/25,12,0,0
5/25,13,21,3
5/25,14,181,21
5/25,15,392,81
5/25,16,601,162
5/25,17,786,273
5/25,18,930,194
5/25,19,1014,194
5/25,20,1036,193
5/25,21,988,97
5/25,22,885,117
5/25,23,731,248
5/26,0,540,260
5/26,1,328,250
5/26,2,125,99
5/26,3,2,2
5/26,4,0,0
5/26,5,0,0
5/26,6,0,0
5/26,7,0,0
5/26,8,0,0
5/26,9,0,0
5/26,10,0,0
5/26,11,0,0
5/26,12,0,0
5/26,13,20,18
5/26,14,176,132
5/26,15,388,99
5/26,16,598,70
5/26,17,782,146
5/26,18,921,620
5/26,19,1005,1005
5/26,20,1028,1028
5/26,21,991,991
5/26,22,889,889
5/26,23,735,735
5/27,0,544,544
5/27,1,332,332
5/27,2,128,128
5/27,3,4,4
5/27,4,0,0
5/27,5,0,0
5/27,6,0,0
5/27,7,0,0
5/27,8,0,0
5/27,9,0,0
5/27,10,0,0
5/27,11,0,0
5/27,12,0,0
5/27,13,22,22
5/27,14,182,182
5/27,15,393,393
5/27,16,603,603
5/27,17,784,784
5/27,18,927,927
5/27,19,1010,1010
5/27,20,1031,1031
5/27,21,990,990
5/27,22,888,888
5/27,23,736,736
5/28,0,545,541
5/28,1,333,322
5/28,2,130,128
5/28,3,4,4
5/28,4,0,0
5/28,5,0,0
5/28,6,0,0
5/28,7,0,0
5/28,8,0,0
5/28,9,0,0
5/28,10,0,0
5/28,11,0,0
5/28,12,0,0
5/28,13,22,22
5/28,14,185,185
5/28,15,395,395
5/28,16,603,603
5/28,17,785,785
5/28,18,924,924
5/28,19,1007,1007
5/28,20,1029,1029
5/28,21,989,989
5/28,22,889,889
5/28,23,737,737
5/29,0,547,547
5/29,1,337,337
5/29,2,132,132
5/29,3,4,4
5/29,4,0,0
5/29,5,0,0
5/29,6,0,0
5/29,7,0,0
5/29,8,0,0
5/29,9,0,0
5/29,10,0,0
5/29,11,0,0
5/29,12,0,0
5/29,13,23,23
5/29,14,186,175
5/29,15,395,367
5/29,16,601,592
5/29,17,781,781
5/29,18,923,923
5/29,19,1007,1007
5/29,20,1028,1028
5/29,21,985,905
5/29,22,884,834
5/29,23,733,507
5/30,0,544,380
5/30,1,334,266
5/30,2,132,114
5/30,3,4,4
5/30,4,0,0
5/30,5,0,0
5/30,6,0,0
5/30,7,0,0
5/30,8,0,0
5/30,9,0,0
5/30,10,0,0
5/30,11,0,0
5/30,12,0,0
5/30,13,22,22
5/30,14,182,136
5/30,15,386,131
5/30,16,592,154
5/30,17,778,157
5/30,18,923,320
5/30,19,1008,782
5/30,20,1032,1032
5/30,21,994,994
5/30,22,894,894
5/30,23,742,742
5/31,0,552,542
5/31,1,341,315
5/31,2,136,136
5/31,3,5,4
5/31,4,0,0
5/31,5,0,0
5/31,6,0,0
5/31,7,0,0
5/31,8,0,0
5/31,9,0,0
5/31,10,0,0
5/31,11,0,0
5/31,12,0,0
5/31,13,23,9
5/31,14,187,38
5/31,15,396,85
5/31,16,602,114
5/31,17,784,329
5/31,18,936,498
5/31,19,1021,708
5/31,20,1044,888
5/31,21,1003,1003
5/31,22,904,904
5/31,23,754,754
6/1,0,562,562
6/1,1,348,348
6/1,2,139,139
6/1,3,5,5
6/1,4,0,0
6/1,5,0,0
6/1,6,0,0
6/1,7,0,0
6/1,8,0,0
6/1,9,0,0
6/1,10,0,0
6/1,11,0,0
6/1,12,0,0
6/1,13,25,25
6/1,14,197,197
6/1,15,411,411
6/1,16,621,621
6/1,17,802,802
6/1,18,944,944
6/1,19,1029,1029
6/1,20,1051,1051
6/1,21,1007,1007
6/1,22,907,907
6/1,23,754,754
6/2,0,562,555
6/2,1,349,343
6/2,2,141,139
6/2,3,5,5
6/2,4,0,0
6/2,5,0,0
6/2,6,0,0
6/2,7,0,0
6/2,8,0,0
6/2,9,0,0
6/2,10,0,0
6/2,11,0,0
6/2,12,0,0
6/2,13,25,25
6/2,14,196,196
6/2,15,411,411
6/2,16,621,621
6/2,17,805,805
6/2,18,948,948
6/2,19,1032,1032
6/2,20,1054,1054
6/2,21,1014,1014
6/2,22,913,913
6/2,23,759,759
6/3,0,567,567
6/3,1,354,354
6/3,2,144,144
6/3,3,6,6
6/3,4,0,0
6/3,5,0,0
6/3,6,0,0
6/3,7,0,0
6/3,8,0,0
6/3,9,0,0
6/3,10,0,0
6/3,11,0,0
6/3,12,0,0
6/3,13,27,27
6/3,14,197,197
6/3,15,411,411
6/3,16,620,620
6/3,17,803,803
6/3,18,944,944
6/3,19,1029,1029
6/3,20,1052,1052
6/3,21,1013,1013
6/3,22,913,913
6/3,23,761,761
6/4,0,569,569
6/4,1,356,356
6/4,2,147,147
6/4,3,6,6
6/4,4,0,0
6/4,5,0,0
6/4,6,0,0
6/4,7,0,0
6/4,8,0,0
6/4,9,0,0
6/4,10,0,0
6/4,11,0,0
6/4,12,0,0
6/4,13,28,28
6/4,14,199,199
6/4,15,412,412
6/4,16,622,622
6/4,17,804,804
6/4,18,943,943
6/4,19,1026,1026
6/4,20,1047,980
6/4,21,1010,904
6/4,22,908,692
6/4,23,756,667
6/5,0,565,545
6/5,1,352,352
6/5,2,145,145
6/5,3,7,7
6/5,4,0,0
6/5,5,0,0
6/5,6,0,0
6/5,7,0,0
6/5,8,0,0
6/5,9,0,0
6/5,10,0,0
6/5,11,0,0
6/5,12,0,0
6/5,13,27,25
6/5,14,194,194
6/5,15,404,404
6/5,16,611,611
6/5,17,791,785
6/5,18,931,868
6/5,19,1011,961
6/5,20,1031,922
6/5,21,990,978
6/5,22,895,895
6/5,23,747,747
6/6,0,559,559
6/6,1,351,351
6/6,2,146,146
6/6,3,8,8
6/6,4,0,0
6/6,5,0,0
6/6,6,0,0
6/6,7,0,0
6/6,8,0,0
6/6,9,0,0
6/6,10,0,0
6/6,11,0,0
6/6,12,0,0
6/6,13,27,27
6/6,14,190,190
6/6,15,397,397
6/6,16,602,602
6/6,17,783,783
6/6,18,925,925
6/6,19,1007,1007
6/6,20,1028,1028
6/6,21,1004,1004
6/6,22,905,905
6/6,23,751,751
6/7,0,560,560
6/7,1,347,347
6/7,2,143,143
6/7,3,7,7
6/7,4,0,0
6/7,5,0,0
6/7,6,0,0
6/7,7,0,0
6/7,8,0,0
6/7,9,0,0
6/7,10,0,0
6/7,11,0,0
6/7,12,0,0
6/7,13,24,24
6/7,14,182,182
6/7,15,388,388
6/7,16,594,594
6/7,17,774,774
6/7,18,939,939
6/7,19,1024,1024
6/7,20,1048,1048
6/7,21,1006,1006
6/7,22,908,908
6/7,23,758,758
6/8,0,569,569
6/8,1,358,358
6/8,2,149,149
6/8,3,8,8
6/8,4,0,0
6/8,5,0,0
6/8,6,0,0
6/8,7,0,0
6/8,8,0,0
6/8,9,0,0
6/8,10,0,0
6/8,11,0,0
6/8,12,0,0
6/8,13,27,27
6/8,14,194,194
6/8,15,406,406
6/8,16,614,614
6/8,17,797,797
6/8,18,937,937
6/8,19,1023,1023
6/8,20,1046,1046
6/8,21,1008,1008
6/8,22,909,909
6/8,23,759,759
6/9,0,570,570
6/9,1,359,359
6/9,2,153,153
6/9,3,9,9
6/9,4,0,0
6/9,5,0,0
6/9,6,0,0
6/9,7,0,0
6/9,8,0,0
6/9,9,0,0
6/9,10,0,0
6/9,11,0,0
6/9,12,0,0
6/9,13,30,30
6/9,14,203,203
6/9,15,416,416
6/9,16,625,625
6/9,17,808,808
6/9,18,950,950
6/9,19,1036,1036
6/9,20,1058,1058
6/9,21,1018,1018
6/9,22,918,918
6/9,23,766,766
6/10,0,577,577
6/10,1,365,365
6/10,2,157,149
6/10,3,10,10
6/10,4,0,0
6/10,5,0,0
6/10,6,0,0
6/10,7,0,0
6/10,8,0,0
6/10,9,0,0
6/10,10,0,0
6/10,11,0,0
6/10,12,0,0
6/10,13,31,26
6/10,14,204,197
6/10,15,415,415
6/10,16,620,620
6/10,17,798,798
6/10,18,937,937
6/10,19,1020,1020
6/10,20,1043,1043
6/10,21,998,998
6/10,22,901,894
6/10,23,754,736
6/11,0,568,568
6/11,1,359,359
6/11,2,154,154
6/11,3,10,10
6/11,4,0,0
6/11,5,0,0
6/11,6,0,0
6/11,7,0,0
6/11,8,0,0
6/11,9,0,0
6/11,10,0,0
6/11,11,0,0
6/11,12,0,0
6/11,13,29,29
6/11,14,195,195
6/11,15,404,404
6/11,16,610,610
6/11,17,789,789
6/11,18,929,929
6/11,19,1014,1014
6/11,20,1039,1039
6/11,21,1003,1003
6/11,22,907,907
6/11,23,759,759
6/12,0,572,572
6/12,1,363,363
6/12,2,157,157
6/12,3,10,10
6/12,4,0,0
6/12,5,0,0
6/12,6,0,0
6/12,7,0,0
6/12,8,0,0
6/12,9,0,0
6/12,10,0,0
6/12,11,0,0
6/12,12,0,0
6/12,13,29,29
6/12,14,198,198
6/12,15,409,409
6/12,16,615,615
6/12,17,795,795
6/12,18,935,935
6/12,19,1020,1020
6/12,20,1044,1044
6/12,21,1008,1008
6/12,22,912,912
6/12,23,765,765
6/13,0,578,578
6/13,1,368,368
6/13,2,161,161
6/13,3,11,11
6/13,4,0,0
6/13,5,0,0
6/13,6,0,0
6/13,7,0,0
6/13,8,0,0
6/13,9,0,0
6/13,10,0,0
6/13,11,0,0
6/13,12,0,0
6/13,13,31,31
6/13,14,205,205
6/13,15,419,419
6/13,16,628,628
6/13,17,810,810
6/13,18,947,947
6/13,19,1031,1031
6/13,20,1054,1054
6/13,21,1021,1021
6/13,22,924,924
6/13,23,774,774
6/14,0,585,585
6/14,1,372,372
6/14,2,162,162
6/14,3,11,11
6/14,4,0,0
6/14,5,0,0
6/14,6,0,0
6/14,7,0,0
6/14,8,0,0
6/14,9,0,0
6/14,10,0,0
6/14,11,0,0
6/14,12,0,0
6/14,13,31,31
6/14,14,206,206
6/14,15,421,421
6/14,16,630,630
6/14,17,812,812
6/14,18,951,951
6/14,19,1033,1033
6/14,20,1056,1056
6/14,21,1015,1015
6/14,22,916,916
6/14,23,766,766
6/15,0,579,566
6/15,1,371,342
6/15,2,164,159
6/15,3,13,12
6/15,4,0,0
6/15,5,0,0
6/15,6,0,0
6/15,7,0,0
6/15,8,0,0
6/15,9,0,0
6/15,10,0,0
6/15,11,0,0
6/15,12,0,0
6/15,13,30,30
6/15,14,198,198
6/15,15,407,389
6/15,16,611,526
6/15,17,790,646
6/15,18,925,768
6/15,19,1009,756
6/15,20,1032,827
6/15,21,999,706
6/15,22,905,617
6/15,23,759,436
6/16,0,574,378
6/16,1,367,367
6/16,2,162,162
6/16,3,13,13
6/16,4,0,0
6/16,5,0,0
6/16,6,0,0
6/16,7,0,0
6/16,8,0,0
6/16,9,0,0
6/16,10,0,0
6/16,11,0,0
6/16,12,0,0
6/16,13,29,29
6/16,14,198,186
6/16,15,409,384
6/16,16,615,615
6/16,17,794,664
6/16,18,933,836
6/16,19,1016,648
6/16,20,1039,847
6/16,21,1001,959
6/16,22,906,906
6/16,23,759,759
6/17,0,574,574
6/17,1,365,365
6/17,2,159,152
6/17,3,13,7
6/17,4,0,0
6/17,5,0,0
6/17,6,0,0
6/17,7,0,0
6/17,8,0,0
6/17,9,0,0
6/17,10,0,0
6/17,11,0,0
6/17,12,0,0
6/17,13,26,3
6/17,14,189,18
6/17,15,396,35
6/17,16,604,108
6/17,17,791,152
6/17,18,941,163
6/17,19,1029,247
6/17,20,1055,190
6/17,21,1016,206
6/17,22,920,206
6/17,23,773,196
6/18,0,584,237
6/18,1,372,236
6/18,2,164,122
6/18,3,14,10
6/18,4,0,0
6/18,5,0,0
6/18,6,0,0
6/18,7,0,0
6/18,8,0,0
6/18,9,0,0
6/18,10,0,0
6/18,11,0,0
6/18,12,0,0
6/18,13,29,29
6/18,14,199,199
6/18,15,411,411
6/18,16,619,619
6/18,17,799,799
6/18,18,939,939
6/18,19,1024,1024
6/18,20,1050,1050
6/18,21,1013,1013
6/18,22,918,918
6/18,23,772,772
6/19,0,586,586
6/19,1,377,377
6/19,2,170,170
6/19,3,15,15
6/19,4,0,0
6/19,5,0,0
6/19,6,0,0
6/19,7,0,0
6/19,8,0,0
6/19,9,0,0
6/19,10,0,0
6/19,11,0,0
6/19,12,0,0
6/19,13,30,30
6/19,14,201,201
6/19,15,414,414
6/19,16,623,623
6/19,17,806,806
6/19,18,947,947
6/19,19,1034,1034
6/19,20,1061,1061
6/19,21,1026,1026
6/19,22,930,930
6/19,23,783,783
6/20,0,595,595
6/20,1,383,383
6/20,2,172,172
6/20,3,15,15
6/20,4,0,0
6/20,5,0,0
6/20,6,0,0
6/20,7,0,0
6/20,8,0,0
6/20,9,0,0
6/20,10,0,0
6/20,11,0,0
6/20,12,0,0
6/20,13,30,30
6/20,14,203,203
6/20,15,416,416
6/20,16,625,625
6/20,17,807,807
6/20,18,944,944
6/20,19,1031,1031
6/20,20,1057,1057
6/20,21,1024,1024
6/20,22,927,927
6/20,23,779,779
6/21,0,591,591
6/21,1,380,380
6/21,2,171,171
6/21,3,15,15
6/21,4,0,0
6/21,5,0,0
6/21,6,0,0
6/21,7,0,0
6/21,8,0,0
6/21,9,0,0
6/21,10,0,0
6/21,11,0,0
6/21,12,0,0
6/21,13,29,29
6/21,14,202,202
6/21,15,417,417
6/21,16,627,627
6/21,17,811,811
6/21,18,955,955
6/21,19,1042,1042
6/21,20,1067,1067
6/21,21,1027,1027
6/21,22,932,932
6/21,23,784,784
6/22,0,597,597
6/22,1,387,387
6/22,2,176,176
6/22,3,16,16
6/22,4,0,0
6/22,5,0,0
6/22,6,0,0
6/22,7,0,0
6/22,8,0,0
6/22,9,0,0
6/22,10,0,0
6/22,11,0,0
6/22,12,0,0
6/22,13,28,28
6/22,14,203,203
6/22,15,419,419
6/22,16,628,628
6/22,17,812,812
6/22,18,952,952
6/22,19,1040,1040
6/22,20,1068,1068
6/22,21,1032,1032
6/22,22,935,935
6/22,23,784,784
6/23,0,595,595
6/23,1,381,381
6/23,2,169,169
6/23,3,14,14
6/23,4,0,0
6/23,5,0,0
6/23,6,0,0
6/23,7,0,0
6/23,8,0,0
6/23,9,0,0
6/23,10,0,0
6/23,11,0,0
